Name;Team;Competition;Nationality;Age;Primary Position;Secondary Position;Minutes Played;finishing;dribbling;passing;creation;defending;pressing;overall;overall_global;overall_league_adjusted
Rubén Rochina;Levante;La Liga;Spain;30;Right Midfielder;Left Centre Midfielder;1477,3668;0,029506506;50,70939587;48,14833032;16,95429437;54,74401899;63,6657063;51,5840575;60,58120813;63,75410042
Ante Bajic;Ried;Bundesliga;Austria;25;Right Wing;Right Midfielder;1921,1333;50,69675772;39,75791411;21,87846777;23,05945941;56,04845638;31,04205865;65,80744207;60,56665935;38,24327379
Bogdan Mykhaylichenko;RSC Anderlecht;Jupiler Pro League;Ukraine;24;Left Back;Left Wing;2182,75;18,26143244;33,93856249;54,87064309;12,22172211;68,25670516;42,11417136;50,71764806;60,53271868;44,59214996
Renato Steffen;Wolfsburg;1. Bundesliga;Switzerland;29;Left Wing;Right Wing;1629,7665;41,21160742;28,74065066;43,35130966;25,29135881;41,20940948;47,95047848;59,99751908;60,53188063;54,14686101
Jorge Fernández;Castellón;La Liga 2;Spain;29;Right Midfielder;Left Midfielder;1916,6667;34,47975307;53,23452364;33,3574078;12,03498361;34,770487;41,53932456;64,32239788;60,46757636;44,54416209
Aboubakary Koita;Waasland-Beveren;Jupiler Pro League;Belgium;22;Left Wing;Left Midfielder;1882,8501;32,67894375;58,26235941;38,64192987;7,378446282;31,97771373;42,58348329;66,25741434;60,36596519;44,46930901
Galeno;Sporting Braga;Primeira Liga;Brazil;23;Left Wing Back;Left Midfielder;2601,1665;7,230336554;43,94616831;54,60668664;31,05978607;42,82164854;45,09580486;53,33463276;60,35103082;57,16068098
Josh Koroma;Huddersfield Town;Championship;England;22;Left Wing;Centre Forward;1755,1334;36,66612472;30,22149889;46,27941026;23,36066231;27,9374863;45,85259565;57,3704929;60,33181943;53,96790266
Mohammed Amine Ihattaren;PSV Eindhoven;Eredivisie;Netherlands;19;Left Midfielder;Left Attacking Midfielder;1152,5668;20,84625085;41,99099709;62,3327955;22,80077088;35,23627874;61,77710449;60,9907358;60,31321628;44,43045089
Benjamin Nygren;SC Heerenveen;Eredivisie;Sweden;19;Right Wing;Right Midfielder;1354,3167;33,17028212;29,46547415;45,83180453;23,82650831;34,60304238;56,27228917;56,60781925;60,26551649;44,39531228
Ayoze Pérez;Leicester City;Premier League;Spain;27;Right Wing;Centre Forward;1424,1665;16,44350849;35,28384751;46,33645422;13,01863185;41,24522817;81,04789636;51,53677696;60,24955328;63,40507541
Nicolas Pépé;Arsenal;Premier League;Côte d'Ivoire;26;Right Wing;Left Wing;1750,5668;50,03490749;30,71823919;49,97518841;5,32001154;37,46431534;37,72463263;61,52297976;60,24689663;63,40227962
Karl Toko Ekambi;Lyon;Ligue 1;Cameroon;28;Left Wing;Right Wing;2947,967;41,8882244;36,04150033;46,2415025;33,29363132;26,743137;34,79615168;64,66161396;60,09429095;56,91751321
Lucas Ocampos;Sevilla;La Liga;Argentina;26;Left Wing;Right Wing;2750,5664;4,062937946;46,57724262;48,63787483;21,33617976;46,75792294;59,21632723;51,48745158;60,0702712;63,21640357
Adnan Januzaj;Real Sociedad;La Liga;Belgium;26;Right Wing;Right Midfielder;1098,5667;9,165107111;55,82565786;53,31835527;44,32144747;22,84395929;33,85264255;61,58002658;59,98344866;63,12503377
Dejan Joveljić;Wolfsberger AC;Bundesliga;Serbia;21;Left Centre Forward;Centre Forward;2409,6167;73,62447872;31,74348686;29,92237948;12,99686272;29,03446227;51,37684955;73,91426159;59,95179184;37,85503137
Grégoire Defrel;Sassuolo;Serie A;France;29;Centre Forward;Centre Attacking Midfielder;1434,15;32,80993619;27,69780825;53,55722365;14,78137209;34,06407989;59,63869434;55,27419669;59,93169075;56,76350858
Stephy Mavididi;Montpellier;Ligue 1;England;23;Left Wing;Left Midfielder;2134,3167;69,30725596;28,57910153;37,08333454;9,140727761;27,03212518;33,84656607;68,11069254;59,93057526;56,76245205
Miguel De la Fuente;Leganés;La Liga 2;Spain;21;Centre Forward;Left Centre Forward;1090,3667;61,76308391;33,98553478;27,99357264;25,97945372;20,23483871;59,92364735;71,53281658;59,82899;44,07373983
Mërgim Berisha;Salzburg;Bundesliga;Kosovo;23;Left Centre Forward;Centre Attacking Midfielder;1977,3666;47,29224671;32,60866112;39,14315975;51,70048683;22,68360719;49,1230174;69,77306931;59,71402945;37,70490237
Bryan Gil;Eibar;La Liga;Spain;20;Left Midfielder;Left Wing;2393,1167;24,36865722;44,91835741;48,41592377;27,73914929;25,45488747;45,40450598;60,3561901;59,71100202;62,83831796
Alessio Da Cruz;FC Groningen;Eredivisie;Netherlands;24;Centre Forward;Left Centre Midfielder;1646,2333;41,32052047;40,0127732;35,25453103;27,62266736;21,42364863;42,7357356;63,61100142;59,70423075;43,98183443
Mehdi Zerkane;Bordeaux;Ligue 1;France;21;Right Midfielder;Right Wing;1240,1334;15,57991429;38,65102196;49,02250256;13,82026646;36,77691376;63,05332869;51,42855741;59,66554046;56,51142785
Santi Mina;Celta Vigo;La Liga;Spain;25;Left Centre Forward;Right Centre Forward;2555,5667;60,0028492;26,74347327;32,62482164;9,236067196;32,25676372;58,16212328;64,00843912;59,65856304;62,78313253
Roberto Olabe;Tondela;Primeira Liga;Spain;25;Left Centre Midfielder;Left Wing;1159,6334;0,01127064;37,81522207;45,98690254;14,81152742;54,25926252;73,49798834;44,12170069;59,6582436;56,50451673
Romain Thomas;Angers;Ligue 1;France;32;Left Centre Back;Left Centre Forward;3215,8337;57,93488993;28,12394657;32,34123195;0,102856082;55,17564441;23,16631415;59,00890928;59,53798477;56,39061516
Ovie Ejaria;Reading;Championship;England;23;Left Wing;Centre Attacking Midfielder;3332,65;16,4251686;49,25260526;52,73312184;28,12274938;39,6458928;37,8071765;59,51501576;59,48354787;53,20910842
Mauro Icardi;Paris Saint-Germain;Ligue 1;Argentina;28;Centre Forward;Left Centre Forward;1155,3833;44,04795204;37,58500205;34,98457639;43,66333188;23,95262735;52,87524083;68,66940103;59,47679693;56,33266191
Zlatan Ibrahimović;AC Milan;Serie A;Sweden;39;Centre Forward;Left Centre Forward;1580,8165;49,26153981;32,60940065;45,2523126;15,12961051;18,82666059;22,32262098;60,45192023;59,47207676;56,32819126
Yann Karamoh;Parma Calcio 1913;Serie A;France;22;Right Wing;Right Attacking Midfielder;1365,15;22,04027821;42,19933338;43,63164448;24,13073641;43,93417963;43,618728;56,62316938;59,39890859;56,258891
Victor Osimhen;Napoli;Serie A;Nigeria;22;Centre Forward;Right Centre Forward;1665,7;45,46028151;34,1706314;30,25315357;26,10752178;36,64680027;59,29574798;63,997578;59,35939169;56,22146309
Marcus Rashford;Manchester United;Premier League;England;23;Left Wing;Right Wing;3117,4668;36,53736688;40,67041285;62,91732026;18,69252048;19,42731349;34,66587373;64,06099006;59,32166847;62,42859337
Jeff Reine-Adélaïde;OGC Nice;Ligue 1;France;23;Left Wing;Right Centre Midfielder;1125,5166;15,75992765;53,52820863;54,44789898;30,47665345;29,03398889;31,63734966;61,15280557;59,30063139;56,16580905
Joaquín Correa;Lazio;Serie A;Argentina;26;Left Centre Forward;Right Centre Forward;2034,4001;34,36192528;35,62151049;56,5282277;14,83537509;29,82653675;49,12371822;59,97103483;59,23856766;56,1070262
Jhon Murillo;Tondela;Primeira Liga;Venezuela;25;Right Wing;Right Wing Back;2078,5833;41,85583585;33,27863087;43,03306912;32,84265321;28,08803041;33,92890273;62,22196091;59,23252607;56,101304
Filip Kostić;Eintracht Frankfurt;1. Bundesliga;Serbia;28;Left Wing Back;Left Wing;2688,6504;19,5096787;27,13789174;35,67228575;57,35253298;55,34673887;48,35122815;53,56411364;59,13771843;52,89975773
Portu;Real Sociedad;La Liga;Spain;29;Right Wing;Right Midfielder;2299,4502;59,36114103;26,90729074;34,44456951;35,389344;16,14882363;49,64164546;68,0878424;59,09871903;62,19396714
Ali Gholizadeh;Sporting Charleroi;Jupiler Pro League;Iran;25;Right Wing;Left Wing;2912,1165;30,72920291;38,63649431;48,18595185;30,1412987;35,76120194;42,50401316;61,0850677;59,06468242;43,51070352
Antonio Sanabria;Torino;Serie A;Paraguay;25;Right Centre Forward;Left Centre Forward;1025,15;65,12331521;24,92266304;37,60552268;14,91232601;28,62811694;42,05774381;66,08599942;59,05151109;55,92985805
Sergi Canós;Brentford;Championship;Spain;24;Left Wing;Left Wing Back;3323,6997;23,84299162;35,39187917;34,46507466;34,43187443;46,04039749;64,40527859;56,57165867;58,95906257;52,73994684
Maxwel Cornet;Lyon;Ligue 1;Côte d'Ivoire;24;Left Back;Left Wing;2581,5667;20,52757701;27,34210548;45,23874151;21,42767056;68,97615036;37,15539956;47,65704882;58,95682501;55,84017738
Alberto Perea;Cádiz;La Liga;Spain;30;Left Midfielder;Left Centre Midfielder;1679,25;16,89068679;56,66928399;37,30869709;21,65832176;41,63986316;23,08252633;57,83947904;58,93425373;62,0208881
Sergio Araujo;Las Palmas;La Liga 2;Argentina;29;Right Centre Forward;Centre Forward;2136,3833;49,18634616;26,74030141;38,70962371;7,081209927;33,20629015;49,1171518;57,74371873;58,85805568;43,35848947
Josip Brekalo;Wolfsburg;1. Bundesliga;Croatia;22;Left Wing;Right Wing;1897,1998;38,89053599;29,335512;50,92936968;24,37377875;32,92991316;46,8911978;59,76703592;58,85065691;52,64297602
Matheus Cunha;Hertha Berlin;1. Bundesliga;Brazil;22;Left Wing;Centre Attacking Midfielder;2278,4834;20,4959814;53,88642607;34,54708167;23,76036865;38,29865208;53,8612589;61,43257143;58,81146948;52,60792216
Franck Honorat;Stade Brestois;Ligue 1;France;24;Right Midfielder;Left Midfielder;2571,2502;46,23105752;24,09197221;41,8684366;35,50677589;41,28300624;46,57279923;61,95879759;58,80502056;55,6963978
Armand Laurienté;Lorient;Ligue 1;France;22;Right Wing;Right Midfielder;1717,8665;14,36780919;48,27104593;44,580944;40,52119274;36,59955063;35,38315088;58,41871221;58,78918794;55,68140214
Pierrick Capelle;Angers;Ligue 1;France;34;Left Back;Right Wing;2188,6833;24,42240849;26,88509358;45,3312384;9,277015769;53,01069678;48,54137195;47,05588369;58,72732488;55,62280937
Tino Kadewere;Lyon;Ligue 1;Zimbabwe;25;Right Wing;Centre Forward;2120,45;44,80864375;27,63942561;39,87107131;26,86513804;42,17489527;47,21094706;60,97475415;58,72262868;55,61836142
Anderson Oliveira;Portimonense;Primeira Liga;Brazil;22;Left Wing;Right Wing;1572,8;12,90634148;45,95450512;47,71878505;18,72824105;32,40314018;60,17930148;54,45933809;58,70210615;55,59892378
Taxiarchis Fountas;Rapid Wien;Bundesliga;Greece;25;Centre Attacking Midfielder;Left Wing;1645,5334;40,6108908;27,83001957;29,01288872;27,01554148;42,12895421;72,66549941;59,37646808;58,69100678;37,05894077
André Silva;Eintracht Frankfurt;1. Bundesliga;Portugal;25;Centre Forward;Left Centre Forward;2895,633;56,46023141;27,66261027;40,00280229;30,72658651;27,92015914;36,18097881;66,24550963;58,68589021;52,49558922
Wout Weghorst;Wolfsburg;1. Bundesliga;Netherlands;28;Centre Forward;Right Centre Forward;3110,1497;53,1414458;28,16413277;30,71437028;25,25835348;24,50717082;50,82714953;62,90500458;58,66201954;52,47423649
Umar Sadiq;Almería;La Liga 2;Nigeria;24;Centre Forward;Centre Attacking Midfielder;3358,7002;51,35022904;40,57173928;35,33626026;19,14826797;19,43448371;47,53614259;68,07157456;58,64837824;43,20402807
Wilfried Zaha;Crystal Palace;Premier League;Côte d'Ivoire;28;Left Centre Forward;Right Centre Forward;2804,5833;38,59065825;41,47830478;42,83344539;18,81719019;34,75714592;31,24581878;62,09002728;58,6440359;61,71547034
Samuel Lino;Gil Vicente;Primeira Liga;Brazil;21;Centre Forward;Left Wing;2081,9333;30,65936297;38,33942166;42,75631124;16,59554057;31,92098217;53,57893575;57,62664823;58,5975637;55,49990777
Romelu Lukaku;Inter Milan;Serie A;Belgium;28;Right Centre Forward;Centre Forward;3054,4495;54,74282437;31,3889261;40,79171473;41,1513885;22,44581629;29,03108755;68,8525748;58,57186274;55,47556545
Pep Chavarría;Real Zaragoza;La Liga 2;Spain;23;Left Back;Left Midfielder;2857,3171;12,27835692;34,92408531;44,20186451;13,75263724;58,46954498;50,58926789;46,3479601;58,56012108;43,13901238
Memphis Depay;Lyon;Ligue 1;Netherlands;27;Centre Forward;Centre Attacking Midfielder;3079,4834;32,88509796;44,30739839;44,79201696;58,28351563;10,55580907;33,69993139;68,69922519;58,53098495;55,4368486
Mbala N'Zola;Spezia;Serie A;France;24;Centre Forward;Right Centre Forward;2005,0332;43,86071852;32,31481385;44,9104404;20,70960471;22,46637344;53,45503651;62,26058066;58,52687475;55,43295567
Florian Flecker;Hartberg;Bundesliga;Austria;25;Right Wing;Left Wing;1302,7166;28,04349761;35,09014307;39,08277315;13,15866301;46,80169179;65,5785618;55,03634267;58,51389142;36,94710579
Gianni Bruno;Zulte-Waregem;Jupiler Pro League;Belgium;29;Right Wing;Right Centre Forward;3082,6338;45,24212092;29,6037998;46,20909932;20,65691803;26,42922631;39,39290062;60,35328546;58,5052355;43,09858027
Carlos Mané;Rio Ave;Primeira Liga;Portugal;27;Right Wing;Left Wing;2395,55;35,01210018;41,87593858;36,36323024;24,711466;37,95587109;38,2578298;61,31026324;58,49055858;55,39855929
Emmanuel Gyasi;Spezia;Serie A;Ghana;27;Left Wing;Right Wing;3031,8333;30,50628878;35,81744376;48,65346147;22,48727958;39,95531355;39,44124631;57,56761933;58,45924531;55,36890134
Borja Sánchez;Real Oviedo;La Liga 2;Spain;25;Left Midfielder;Left Wing;2595,15;22,63360809;39,54151718;45,53969978;9,132182568;45,03849149;52,33517264;53,42493084;58,43625067;43,04776177
Saïd Bakari;RKC Waalwijk;Eredivisie;South Africa;26;Right Back;Right Wing;2796,2334;21,49332989;25,18995759;44,6202874;15,63175079;71,58001834;35,03758278;45,40043535;58,42790738;43,04161559
Aitor Ruibal;Real Betis;La Liga;Spain;25;Right Wing;Left Wing;1676,3333;14,80282941;34,72985317;47,69852922;23,15548617;50,36566946;54,95470059;50,5155782;58,39657759;61,4550516
Vangelis Pavlidis;Willem II;Eredivisie;Greece;22;Centre Forward;Left Wing;3105,9165;32,49869707;40,78962421;35,48776997;28,20287537;29,1443741;42,99002565;59,83111443;58,37587706;43,00328683
Jhon Córdoba;Hertha Berlin;1. Bundesliga;Colombia;28;Centre Forward;Left Centre Forward;1633,0834;38,35355842;42,64605588;34,71267238;18,30129467;30,48816485;43,78624711;61,96105707;58,35811355;52,20238708
Xavier Mercier;OH Leuven;Jupiler Pro League;France;31;Centre Attacking Midfielder;Left Wing;3134,683;37,33513782;31,01598713;48,24151663;48,77786147;33,53686149;22,15468543;62,11854574;58,27313042;42,92759729
Opa Nguette;Metz;Ligue 1;Senegal;26;Centre Forward;Right Wing;1182,4166;40,05376415;45,13445517;36,91537573;13,02612516;27,40734274;32,6096469;62,15339998;58,27178064;55,19134666
Alexander Sørloth;RB Leipzig;1. Bundesliga;Norway;25;Centre Forward;Right Centre Forward;1546,9166;28,64140774;29,47968456;46,60710679;23,49282594;28,16312285;76,15795132;56,01019081;58,27045522;52,12397513
Ciro Immobile;Lazio;Serie A;Italy;31;Left Centre Forward;Right Centre Forward;2994,3003;40,72949959;32,6535715;43,55132366;35,87764531;21,97195392;44,18326835;62,79703311;58,26215628;55,18223107
Lucas Alario;Bayer Leverkusen;1. Bundesliga;Argentina;28;Centre Forward;Left Centre Forward;1327,3665;65,14184875;37,75918969;39,01590231;8,418247033;21,66453486;44,30304094;72,26409979;58,22822086;52,08619572
Lee Kang-In;Valencia;La Liga;South Korea;20;Right Centre Forward;Centre Attacking Midfielder;1357,4667;0,026134283;55,68093619;50,61852302;28,47651966;23,92533476;57,93539558;54,97944272;58,19233769;61,2401148
Tobias Anselm;Swarovski Tirol;Bundesliga;Austria;21;Right Centre Forward;Left Centre Forward;1164,7833;55,61285127;26,37474533;29,381141;27,98983731;53,44494018;37,85267008;64,01571573;58,16412257;36,72625316
Damien Da Silva;Rennes;Ligue 1;France;33;Right Centre Back;Right Centre Forward;2821,6501;39,10517514;36,10845994;40,48510444;3,65968191;55,48917359;21,41518001;55,48576663;58,09057236;55,01971763
Hélder Costa;Leeds United;Premier League;Portugal;27;Right Midfielder;Left Midfielder;1240,2168;44,10488122;29,61782551;36,222513;12,15588267;40,51902952;66,65877638;59,7157529;58,01918614;61,05789458
Pedro;AS Roma;Serie A;Spain;33;Right Wing;Right Attacking Midfielder;1679,2167;31,15975057;39,80030826;47,99279482;23,59670858;31,17113175;45,90470896;60,55546661;58,00114693;54,93501952
Thomas Goiginger;LASK;Bundesliga;Austria;28;Left Wing;Right Wing;2080,5002;31,65755941;39,98689188;39,69115654;36,20128535;32,71511717;56,80812613;63,43263689;57,99155144;36,61728752
Michael Olise;Reading;Championship;England;19;Centre Attacking Midfielder;Right Wing;3438,883;17,9793821;41,83380715;51,72663126;23,39652455;37,16343072;49,79829802;55,93002222;57,98707596;51,87048725
Armando Broja;Vitesse;Eredivisie;Albania;19;Right Centre Forward;Left Centre Forward;1964,5499;64,19621002;32,35091621;37,10966811;19,47409559;19,93933358;47,1646124;70,89323148;57,98199591;42,71312958
Duván Zapata;Atalanta;Serie A;Colombia;30;Centre Forward;Left Centre Forward;2456,9834;42,02827714;32,53724335;52,77923443;43,21541283;33,87631516;27,96944886;66,02797329;57,98176407;54,9166613
Munas Dabbur;Hoffenheim;1. Bundesliga;Israel;29;Left Centre Forward;Centre Forward;1066,5834;40,04850375;42,63935685;40,58618095;15,18476179;33,99408132;45,04877701;63,81635683;57,97356564;51,85840203
Saïd Benrahma;West Ham United;Premier League;Algeria;25;Left Wing;Centre Attacking Midfielder;1505,7167;7,394865235;42,48630226;50,64328948;46,94445915;40,58338305;36,89040229;54,28422516;57,96688725;61,00285657
Lucas Höler;Freiburg;1. Bundesliga;Germany;26;Left Centre Forward;Right Centre Forward;2193,0835;24,20566429;41,68242343;34,18423542;22,46134112;33,42395938;45,75172862;54,69970201;57,91910955;51,80969008
Breel Embolo;Borussia Mönchengladbach;1. Bundesliga;Switzerland;24;Centre Forward;Left Centre Forward;1551,6166;32,30022951;50,24121099;35,5310161;10,67685992;55,07352493;48,78812681;63,65879031;57,8776998;51,77264831
Sylla Sow;RKC Waalwijk;Eredivisie;Netherlands;24;Centre Forward;Left Wing;1226,3834;44,1693567;39,65437689;45,39271788;15,27162769;17,27469074;40,06035334;63,73271253;57,79689102;42,57676985
Samu Castillejo;AC Milan;Serie A;Spain;26;Right Wing;Left Wing;1271,5332;10,01844011;39,98192185;49,09435095;7,555689072;51,86791379;79,57371629;50,557163;57,72680398;54,67517922
Zakaria Labyad;Ajax;Eredivisie;Morocco;28;Centre Defensive Midfielder;Centre Forward;1024,3335;37,9104012;32,98230737;56,1672234;41,8439882;26,74029341;45,24827598;65,8855466;57,70411045;42,50842194
Hakim Ziyech;Chelsea;Premier League;Morocco;28;Right Wing;Right Attacking Midfielder;1239,4001;15,37746447;31,48967631;62,61301219;38,74772626;29,00179695;69,18814352;55,88373188;57,6656461;60,68583816
Moi Delgado;Ponferradina;La Liga 2;Spain;27;Left Back;Left Midfielder;1223,8667;36,29861885;32,04434602;39,42654879;11,85544921;51,29573539;36,53755846;54,62573536;57,63684629;42,45887099
Donyell Malen;PSV Eindhoven;Eredivisie;Netherlands;22;Left Centre Forward;Right Centre Forward;2571,4834;50,63229396;32,43106791;50,319669;32,59557925;17,06309878;35,26783697;67,56773854;57,56382882;42,40508179
Sasa Kalajdzic;VfB Stuttgart;1. Bundesliga;Austria;23;Centre Forward;Left Centre Forward;2253,4;64,92273104;28,13080392;33,57540138;25,10074555;13,81929362;49,82126352;69,25693118;57,55013364;51,47963445
Raphinha;Leeds United;Premier League;Brazil;24;Right Midfielder;Left Midfielder;2533,3665;23,45987694;36,53764994;38,9958968;38,73157178;34,63869422;56,10235548;57,27011724;57,50036631;60,51190197
Álvaro Fidalgo;Castellón;La Liga 2;Spain;24;Left Midfielder;Left Wing;1249,7333;0,010082633;46,9529731;54,3743593;10,57270202;35,73397338;59,76798064;47,50659649;57,48721078;42,3486402
Sven Mijnans;Sparta Rotterdam;Eredivisie;Netherlands;21;Right Wing;Right Midfielder;1816,1332;16,69681906;28,98463799;45,81407825;19,49869291;57,11627932;54,44314941;47,34574525;57,44541325;42,31784956
Marcus Tavernier;Middlesbrough;Championship;England;22;Right Wing;Centre Attacking Midfielder;2342,8164;14,99343835;40,66116987;46,80143593;13,89307894;54,11541569;45,11544183;50,92195175;57,44460153;51,38523408
Thorsten Schick;Rapid Wien;Bundesliga;Austria;31;Right Wing;Right Back;2205,55;31,22896867;23,46837583;37,60093726;57,3596342;51,6250652;52,65337703;58,64938042;57,43301537;36,26461415
Ferdy Druijf;Mechelen;Jupiler Pro League;Netherlands;23;Centre Forward;Right Centre Forward;1076,7833;39,98206521;35,63356417;35,90126446;37,94472733;30,79458953;45,60538603;63,73449152;57,40602028;42,28883025
Carlton Morris;Barnsley;Championship;England;25;Left Wing;Left Attacking Midfielder;1331,5167;55,38549237;20,61346491;35,73057833;27,31219634;36,98106104;35,34422617;60,30349798;57,3937082;51,33970907
Cristiano Ronaldo;Juventus;Serie A;Portugal;36;Left Centre Forward;Right Centre Forward;2972,4663;46,28215823;38,42558903;51,42089879;15,31132341;19,85715334;25,45519422;63,97942333;57,37505663;54,34202636
Diego Farias;Spezia;Serie A;Brazil;31;Left Wing;Left Centre Forward;1615,4668;31,29674038;35,95072163;54,92385836;29,91215052;21,68568523;32,91346236;59,16356592;57,33019652;54,29953771
Wahbi Khazri;Saint-Étienne;Ligue 1;Tunisia;30;Right Centre Forward;Centre Forward;1237,6334;35,61554634;40,81415654;33,16635852;17,62696034;46,24942774;41,90688043;59,6888642;57,2900311;54,26149557
José Luis Morales;Levante;La Liga;Spain;33;Left Midfielder;Left Centre Forward;2542,7502;58,37101862;26,81569399;33,44466336;21,62227837;27,55443452;45,90446733;64,43276656;57,23592862;60,23361457
Cyril Ngonge;RKC Waalwijk;Eredivisie;Belgium;21;Right Wing;Centre Forward;1227,1333;34,72308441;45,92729133;33,8195082;19,37821153;35,44773755;42,16925587;62,05413237;57,22357912;42,15443279
Manprit Sarkaria;Austria Wien;Bundesliga;Austria;24;Left Wing;Right Midfielder;2777,9502;24,76689961;42,00392994;34,78746579;27,79711118;46,9944044;47,11695225;57,61350386;57,2199368;36,13007112
Trézéguet;Aston Villa;Premier League;Egypt;26;Right Wing;Left Wing;1252,5667;15,34623476;40,21919179;37,79841999;25,96573472;44,21962374;54,9068911;52,19063135;57,18251208;60,17740039
Yussuf Poulsen;RB Leipzig;1. Bundesliga;Denmark;26;Centre Forward;Left Centre Forward;1445,0166;30,573871;40,27022573;36,55141675;31,2654815;11,52791063;83,7496428;62,8768065;57,17236966;51,14171775
Marc Roberts;Birmingham City;Championship;England;30;Right Centre Back;Right Wing;2960,8164;54,71546643;22,30160889;14,00876164;4,870643592;75,50816751;21,24597311;52,10630836;57,16174365;51,13221259
Sergi Enrich;Eibar;La Liga;Spain;31;Left Centre Forward;Right Centre Forward;1508,3998;19,15630986;29,48794652;43,61863135;10,33242448;42,21810742;56,92574024;45,75341843;57,09347282;60,08369777
Berto Cayarga;FC Cartagena;La Liga 2;Spain;24;Left Midfielder;Right Midfielder;1606,7167;32,30488477;42,69236667;36,18392359;9,534962134;43,13699053;44,41101744;57,79633387;57,07430221;42,04446617
Danny Ings;Southampton;Premier League;England;28;Right Centre Forward;Left Centre Forward;2311,6833;47,0851593;31,13410157;29,90852341;18,03699568;32,73062247;50,16408516;59,8899338;57,0682096;60,05711141
Ismail Azzaoui;Heracles Almelo;Eredivisie;Belgium;23;Left Wing;Right Wing;1121,2002;22,66392479;44,55098717;33,27256708;14,26706831;48,49878967;51,81985687;55,14408845;57,06688588;42,03900285
Kerim Mrabti;Mechelen;Jupiler Pro League;Sweden;27;Centre Forward;Centre Attacking Midfielder;2940,5168;28,8303099;20,82834026;51,85522289;41,53722114;31,58219083;59,832905;54,62706594;57,01096001;41,99780438
Hélder Ferreira;Paços de Ferreira;Primeira Liga;Portugal;24;Right Wing;Left Wing;2116,0667;43,57531895;29,63327561;32,69123135;16,37970701;40,8204416;40,52247994;56,67152507;56,9571598;53,94622091
Gaël Kakuta;Lens;Ligue 1;DR Congo;29;Centre Attacking Midfielder;Right Centre Forward;2501,9336;21,91237141;33,64008213;47,32221335;34,08480452;33,05586694;54,84241684;55,14027114;56,9554207;53,94457374
Emanuel Vignato;Bologna;Serie A;Italy;20;Left Wing;Centre Attacking Midfielder;1303,8667;10,69934176;33,65415512;54,82083519;35,05882071;30,90040522;57,75525194;50,84572872;56,9386652;53,92870399
Sergio Bermejo;Real Zaragoza;La Liga 2;Spain;23;Right Midfielder;Right Wing;2543,5833;7,555767021;53,08462005;41,56823245;17,16807106;36,96924992;58,84372003;54,14013406;56,8580269;41,88514439
Benjamin Bourigeaud;Rennes;Ligue 1;France;27;Right Centre Midfielder;Left Midfielder;2704,75;24,26710551;22,5802664;57,00439702;11,83823758;39,69479735;74,0625301;49,53633904;56,8494497;53,84420471
Crysan da Cruz Queiroz Barcelos;Santa Clara;Primeira Liga;Brazil;24;Centre Forward;Left Centre Forward;1338,6001;17,56320142;46,91873123;34,6952789;23,66899128;35,20912728;49,09690777;54,93691238;56,83382902;53,82940979
Danny Welbeck;Brighton & Hove Albion;Premier League;England;30;Left Centre Forward;Centre Forward;1641,6501;45,63230935;29,7330171;41,08593356;21,84487575;24,52720498;40,55524671;59,84346677;56,78054006;59,75437539
Othman Boussaid;FC Utrecht;Eredivisie;Belgium;21;Left Wing;Right Wing;1515,05;23,59751949;26,00755728;49,81775693;20,52585728;65,72994621;48,89520471;50,49112192;56,73044427;41,79115912
Duncan Watmore;Middlesbrough;Championship;England;27;Left Centre Forward;Left Wing;1987,9667;81,54431026;27,89301819;29,99104941;10,39100069;28,06709497;30,72549145;73,08362791;56,72718811;50,7434948
Abel Ruiz;Sporting Braga;Primeira Liga;Spain;21;Centre Forward;Right Centre Forward;1359,3833;39,34698209;33,75056405;41,62040968;23,18447258;4,407393198;64,46512641;60,50456301;56,62719254;53,63369679
Adrien Truffert;Rennes;Ligue 1;France;19;Left Back;Left Midfielder;2053,8167;10,0785146;23,88557229;57,75054578;16,03583121;50,96459969;56,12806462;42,13827801;56,61732595;53,62435178
Rodrigo Palacio;Bologna;Serie A;Argentina;39;Centre Forward;Left Centre Forward;2622,1;23,35631452;39,63805971;50,79101186;25,18830663;11,32105481;44,50500423;55,5530118;56,61485812;53,6220144
Ebere Paul Onuachu;KRC Genk;Jupiler Pro League;Nigeria;27;Centre Forward;Left Centre Forward;3142,2834;65,72233803;38,93946564;32,35244949;14,88655815;32,99771674;28,02025429;72,24340708;56,60099161;41,69579627
Moussa Djenepo;Southampton;Premier League;Mali;22;Left Midfielder;Right Midfielder;1341,8499;16,42522945;45,52704823;34,65338221;7,038267263;54,75896654;65,68164965;52,84842825;56,59018541;59,55405108
Luca de la Torre;Heracles Almelo;Eredivisie;USA;23;Left Centre Midfielder;Left Wing;2525,6663;11,22981578;30,40634669;56,55973079;11,247907;57,98894415;52,55910964;45,33318094;56,57806297;41,67890562
Marco Asensio;Real Madrid;La Liga;Spain;25;Right Wing;Left Wing;1962,1831;30,22235931;39,45391876;63,57080371;20,97702701;19,02850214;38,78188798;60,90109688;56,53322389;59,49410624
