Name;Team;Competition;Nationality;Age;Primary Position;Secondary Position;Minutes Played;finishing;dribbling;passing;creation;defending;pressing;overall;overall_global;overall_league_adjusted
Junior Messias;Crotone;Serie A;Brazil;30;Right Centre Midfielder;Right Centre Forward;3393,8828;24,81350129;46,61316305;40,15792724;12,03600351;41,82920819;37,9908632;56,48663097;56,50684035;53,5197068
Ricardo Horta;Sporting Braga;Primeira Liga;Portugal;26;Left Wing;Left Centre Forward;2606,3667;26,88908528;30,36171765;49,12771058;20,95237629;27,00157702;57,03081131;53,22500645;56,48813706;53,50199223
Daniel Caligiuri;Augsburg;1. Bundesliga;Germany;33;Right Midfielder;Right Wing;2802,5337;24,91854273;43,60282326;35,12774285;11,71570343;56,12667962;36,67991099;54,43033523;56,40639162;50,45653655
Bas Dost;Club Brugge;Jupiler Pro League;Netherlands;32;Centre Forward;Left Centre Forward;1381,2667;64,58863038;19,54188955;33,99888205;34,95044425;23,77141892;48,96803726;66,92066583;56,34037289;41,50380838
Cristian Tello;Real Betis;La Liga;Spain;29;Left Wing;Left Midfielder;1380,0502;37,48575969;27,94602442;48,98564643;31,91554368;23,9778622;43,46905564;58,49177691;56,32009288;59,26981267
Javier Avilés;Leganés;La Liga 2;Spain;23;Right Wing;Right Midfielder;1114,3;0,02594651;43,8062132;32,30379087;38,41767532;44,52123126;58,89026392;47,85939255;56,29936081;41,47359634
Serhou Guirassy;Rennes;Ligue 1;France;25;Centre Forward;Right Centre Forward;1873,6501;45,64631465;40,72753658;37,35901202;27,14388236;3,544552624;40,79685942;65,39320409;56,26892115;53,29436477
Dieumerci Mbokani Bezua;Antwerp;Jupiler Pro League;DR Congo;35;Centre Forward;Right Centre Forward;2790,5166;43,40822468;39,13158511;35,72457965;25,65702879;29,6929618;26,22228803;62,56889906;56,22755419;41,42069914
Pedro Neto;Wolverhampton Wanderers;Premier League;Portugal;21;Left Wing;Right Wing;2731,2168;20,98408757;42,74546875;52,90598465;28,86868419;23,14295167;30,28886639;56,49631743;56,03194172;58,96656982
Raúl de Tomás;Espanyol;La Liga 2;Spain;26;Centre Forward;Left Centre Forward;3186,383;51,95976313;35,51562428;39,44880351;30,36672632;22,03041735;23,14258813;66,25631471;55,95556376;41,22033414
Nathan Redmond;Southampton;Premier League;England;27;Left Midfielder;Left Centre Forward;1896,0167;11,52900114;34,45027826;49,34597377;27,94650782;43,69730612;55,35743098;49,56251752;55,93156694;58,860938
Bukayo Saka;Arsenal;Premier League;England;19;Right Wing;Left Wing;2721,4836;21,00187509;36,59125273;51,49908291;24,03312163;27,32829936;46,57510106;53,61703126;55,91503611;58,84354138
Riccardo Sottil;Cagliari;Serie A;Italy;21;Left Wing;Right Midfielder;1248,2;20,07647682;54,17941756;46,3109691;23,57288144;26,83953755;21,45881586;59,34308254;55,89452717;52,93976246
Borja García;Huesca;La Liga;Spain;30;Left Wing;Left Midfielder;1177,5333;16,65683274;45,06306856;56,70374269;16,53243121;39,2674869;27,39073995;54,13787096;55,84483689;58,76966552
Eldor Shomurodov;Genoa;Serie A;Uzbekistan;25;Right Centre Forward;Left Centre Forward;1776,4833;53,41368781;24,39432857;36,04599095;18,31677038;27,42843614;42,60055592;59,62321849;55,84360336;52,89153065
Marc Cucurella;Getafe;La Liga;Spain;22;Left Midfielder;Left Wing;3451,016;24,91097378;27,27768133;46,31549006;13,16205282;51,70967726;40,57842168;47,66289009;55,793493;58,71563254
Jonas Hofmann;Borussia Mönchengladbach;1. Bundesliga;Germany;28;Right Wing;Left Wing;1915,7667;30,44040801;23,17867084;41,93173924;22,29850279;39,05679394;63,78945598;51,34851637;55,79067571;49,90576754
Sinan Bakış;Heracles Almelo;Eredivisie;Turkey;27;Centre Forward;Left Centre Forward;1706,4169;54,9975623;33,46621089;32,7462075;7,584738231;39,1312669;46,25247077;63,8915992;55,75623454;41,07349589
Bart Ramselaar;FC Utrecht;Eredivisie;Netherlands;24;Left Wing;Right Centre Midfielder;2106,4167;22,56857388;33,65361031;47,71538316;34,03038103;48,06518878;34,42786633;54,24222254;55,71356099;41,04205991
Konan Ignace Jocelyn N’dri;AS Eupen;Jupiler Pro League;Côte d'Ivoire;20;Right Wing Back;Right Wing;2295,5334;6,150946594;45,88039429;34,85064522;22,65246805;55,2975598;56,03392567;49,83383656;55,68942069;41,02427667
Mohamed Ezzarfani;Mirandés;La Liga 2;Morocco;23;Right Wing;Left Wing;1224,3999;20,83658391;39,23720903;38,17431002;17,3580383;29,77117582;60,36879537;52,47196903;55,63333271;40,98295879
Faïz Selemani;Kortrijk;Jupiler Pro League;France;27;Left Midfielder;Centre Attacking Midfielder;2301,3835;21,46034711;39,72909405;40,72832358;37,92526203;34,82618226;39,41432979;56,30689999;55,59127323;40,95197517
Amine Gouiri;OGC Nice;Ligue 1;France;21;Centre Forward;Left Wing;2902,7666;28,12129832;32,29065741;48,03448742;25,07375855;30,81440994;38,94131928;53,94750286;55,56877318;52,63122888
Lautaro Martínez;Inter Milan;Serie A;Argentina;23;Left Centre Forward;Right Centre Forward;2682,4333;40,96789139;34,28445202;35,80233857;26,94764439;33,7352383;54,47596444;62,16087108;55,56409681;52,62679972
Kenji Gorré;Nacional;Primeira Liga;Curaçao;26;Left Midfielder;Left Wing;1634,6165;27,14325692;34,2896312;38,38817405;15,89461473;51,27753758;47,87167644;52,80556186;55,493953;52,56036394
Daniele Verde;Spezia;Serie A;Italy;24;Right Wing;Right Midfielder;1050,4666;48,99377003;29,88394689;45,794614;23,87208882;32,97501771;22,66540534;61,79426329;55,48577631;52,55261949
Gonçalo Guedes;Valencia;La Liga;Portugal;24;Left Midfielder;Left Centre Forward;2414,8167;24,82789717;45,61373952;44,51620741;24,39591319;28,78503002;28,32918642;57,69349794;55,46204809;58,36682847
José Carlos Lazo;Almería;La Liga 2;Spain;25;Left Wing;Centre Attacking Midfielder;2253,4001;12,94852415;33,31484042;48,54885625;17,22041364;42,74196899;63,03305467;47,87770181;55,46029879;40,85549129
Danel Sinani;Waasland-Beveren;Jupiler Pro League;Luxembourg;24;Right Midfielder;Left Centre Forward;1182,7;24,96077016;30,78490352;46,63684462;16,80384369;47,27984475;45,77411564;50,96357702;55,35796784;40,78010797
Nathanaël Mbuku;Stade de Reims;Ligue 1;France;19;Right Midfielder;Left Midfielder;2286;25,06513803;43,2753682;39,40276972;15,72238046;38,45952862;36,64529713;54,96991269;55,30880722;52,38500556
Eberechi Eze;Crystal Palace;Premier League;Nigeria;22;Left Midfielder;Left Centre Midfielder;2724,7998;25,59492041;47,19773554;49,27553303;13,49788362;42,64821282;21,37184181;57,68615386;55,27152918;58,16633128
Teemu Pukki;Norwich City;Championship;Finland;31;Centre Forward;Left Centre Forward;3641,1836;45,04172675;26,12397628;36,2931935;26,1855298;22,05754822;61,6949187;59,62614134;55,19611806;49,37392498
Thorsten Röcher;Wolfsberger AC;Bundesliga;Austria;29;Right Centre Forward;Left Centre Forward;1194,6666;43,32145309;38,14921658;29,21789692;14,53684115;40,14953643;54,46847982;61,94253743;55,19309428;34,85027305
Leonardo Bittencourt;Werder Bremen;1. Bundesliga;Germany;27;Right Centre Midfielder;Right Wing;1601,1832;18,89585247;30,32677135;35,28774728;8,906365541;56,6979494;61,3404395;45,4752544;55,16243888;49,34379834
Harry Kane;Tottenham Hotspur;Premier League;England;27;Centre Forward;Left Centre Forward;3304,3162;41,91366903;34,81484361;36,1632343;34,73322076;22,7902075;32,13272371;61,58118568;55,13369496;58,0212781
Jamelli;Castellón;La Liga 2;Spain;27;Right Centre Forward;Right Defensive Midfielder;3123,1333;35,73034926;32,37347734;42,66731936;11,68560435;25,64124518;39,88877217;53,83114077;55,10739995;40,59552414
Ondrej Duda;FC Köln;1. Bundesliga;Slovakia;26;Right Centre Midfielder;Centre Forward;2654,617;20,92144807;44,00159233;42,47109575;13,84725409;38,90314437;40,26438955;53,73146556;55,08142541;49,27133033
Stuart Armstrong;Southampton;Premier League;Scotland;29;Right Midfielder;Left Midfielder;2942,5664;18,3149909;34,44211416;47,05778881;14,70091824;47,81440515;47,37511235;49,20656769;55,07424461;57,95871409
Julius Ertlthaler;Hartberg;Bundesliga;Austria;24;Left Wing;Right Wing;1036,35;22,8265243;29,77411024;32,10299613;18,43341786;39,45250188;41,55643149;45,46046548;55,03016159;34,74739335
Rony Lopes;OGC Nice;Ligue 1;Portugal;25;Right Wing;Right Midfielder;1864,1;18,68020613;34,01826554;46,26311763;19,62260457;39,11051007;53,49072066;50,24782643;55,01818923;52,10975057
Andy Delort;Montpellier;Ligue 1;France;29;Centre Forward;Left Centre Forward;2603,5996;46,7012842;32,87925821;32,13579259;33,83266226;22,27895521;20,7884008;60,73855391;54,98827566;52,08141833
Jonathan Bamba;Lille;Ligue 1;France;25;Left Midfielder;Left Attacking Midfielder;3151,5334;24,87095103;34,12028539;56,59459681;21,19297012;27,92143326;45,8438907;54,71990346;54,97336382;52,06729477
Moi Gómez;Villarreal;La Liga;Spain;26;Left Midfielder;Left Wing;2713,2;28,30763817;35,3403341;55,29083129;14,26458808;31,617639;45,79879606;55,74488389;54,96064998;57,83917003
Ademola Lookman;Fulham;Premier League;England;23;Left Wing;Left Midfielder;2913,0166;15,1973434;45,72401791;48,41694995;18,78831132;27,95195703;46,52139626;53,9124237;54,88564134;57,76023288
David Atanga;Flyeralarm Admira;Bundesliga;Ghana;24;Right Wing;Right Centre Forward;1295,0833;20,65446532;34,8665275;36,53940086;33,80163236;37,71268437;55,00487209;53,13369147;54,87674748;34,65052393
Moussa Al Tamari;OH Leuven;Jupiler Pro League;Jordan;23;Right Wing Back;Right Wing;1251,9833;8,445059002;49,58406616;48,98808265;13,21360177;39,40966457;39,98355406;51,24083006;54,84240449;40,40031207
Loïs Openda;Vitesse;Eredivisie;Belgium;21;Left Centre Forward;Right Centre Forward;2500,267;43,24413036;35,33956671;37,02163001;21,55047924;29,23925286;44,42856108;61,63196438;54,79015785;40,36182396
Enzo Le Fée;Lorient;Ligue 1;France;21;Right Centre Midfielder;Right Wing;1923,7997;0,024328368;38,24339983;42,72323511;26,65795458;50,44624606;50,18090144;43,48269634;54,75623023;51,86163957
Jean-Ricner Bellegarde;Strasbourg;Ligue 1;France;22;Right Centre Midfielder;Left Wing;2193,5334;8,975811934;42,57842118;41,45487378;10,47731809;54,6621107;38,26031976;46,00102181;54,68855814;51,79754484
Óscar Pinchi;Fuenlabrada;La Liga 2;Spain;24;Left Midfielder;Left Wing;1070,8999;47,5305065;35,18991787;25,50685052;15,51903342;30,18041283;40,66265747;59,76125704;54,66838661;40,27211972
Matías Nahuel;Real Oviedo;La Liga 2;Spain;24;Left Centre Forward;Left Midfielder;2734,1335;33,02979138;37,72813308;45,81368038;17,05010252;36,7742488;34,32851517;57,465884;54,66524997;40,26980908
Roger Martí;Levante;La Liga;Spain;30;Right Centre Forward;Left Centre Forward;2298,5835;57,64278414;29,34764542;32,55608039;17,64923815;22,48136265;50,57754293;64,61447523;54,58975465;57,44884935
Ante Budimir;Osasuna;La Liga;Croatia;29;Centre Forward;Left Centre Forward;1727,3833;62,34320448;27,14006188;24,24263015;5,7021979;28,35049644;44,8520235;61,18630512;54,58343718;57,44220101
Mateo Cassierra;Belenenses ;Primeira Liga;Colombia;24;Centre Forward;Left Centre Forward;2153,05;59,43380414;27,60697672;37,02930975;12,70463818;24,94809301;25,29610515;61,67323794;54,52764911;51,64514198
Sone Aluko;Reading;Championship;Nigeria;32;Right Wing;Left Wing;1128,0499;24,58357465;40,8197766;41,27709464;8,536312752;26,31058922;54,00170727;53,18455407;54,47594012;48,7297128
Bebé;Rayo Vallecano;La Liga 2;Portugal;30;Right Wing;Right Midfielder;1018,9834;40,44638834;42,81635183;26,71874293;18,61678485;38,45877656;36,23668095;61,28011146;54,45737672;40,11667676
Yan;Moreirense;Primeira Liga;Brazil;22;Right Wing;Right Midfielder;1666,667;28,78404046;40,3053782;37,37571501;23,49206936;34,17470767;40,27757144;56,79780766;54,45574843;51,5770422
Oihan Sancet;Athletic Bilbao;La Liga;Spain;21;Right Centre Forward;Left Centre Forward;1119,5332;26,92195364;35,42388201;40,92320732;18,06081668;35,25245715;51,28717458;53,71295407;54,44072785;57,2920174
Darwin Núñez;Benfica;Primeira Liga;Uruguay;21;Left Centre Forward;Right Centre Forward;1934,3;28,22464568;35,24969706;35,33023706;70,21478736;17,58875695;51,68788445;64,00438062;54,40398877;51,52801872
Mason Greenwood;Manchester United;Premier League;England;19;Right Wing;Centre Forward;1946,2;29,49560167;33,07963256;56,75038553;14,88863021;21,46512318;46,84341419;54,98004347;54,32074263;57,16574805
Marcus Edwards;Vitória Guimarães;Primeira Liga;England;22;Right Wing;Left Wing;1912,4166;18,22836315;55,58110286;41,233632;17,5122274;33,15141674;38,21625661;59,0029291;54,31024132;51,43922707
Mathias Lage;Angers;Ligue 1;Portugal;24;Left Wing;Right Wing;1561,5668;37,44485591;30,36954537;37,11512833;8,20401369;43,09677573;47,16438137;53,63073138;54,30462177;51,43390459
Jason Knight;Derby County;Championship;Republic of Ireland;20;Centre Attacking Midfielder;Left Wing;3851,8833;13,69356268;34,0606791;42,98708003;6,465237928;43,46903421;60,16349533;44,80843494;54,29047932;48,56381476
Gil Dias;Famalicão;Primeira Liga;Portugal;24;Left Back;Right Wing;2531,4668;0,021305443;42,66662206;43,32495508;14,23993284;60,51588036;50,98095182;44,12367373;54,27407677;51,40497429
Alex Iwobi;Everton;Premier League;Nigeria;25;Right Wing;Right Midfielder;1670,7001;15,12201401;40,96301883;45,98645549;17,62815541;59,72838161;29,7262408;50,46428873;54,25172147;57,09311196
Filipe Soares;Moreirense;Primeira Liga;Portugal;22;Right Centre Midfielder;Left Centre Forward;2468,4668;15,58696499;37,00624295;41,5734243;13,13310863;27,17668217;48,54143104;46,42718338;54,23967032;51,37238667
Roland Sallai;Freiburg;1. Bundesliga;Hungary;24;Right Wing;Right Midfielder;1721,9335;40,38258879;28,65300815;38,21231864;11,96589851;39,26943337;41,5086914;54,46507468;54,22083922;48,50152044
Mario González;Tondela;Primeira Liga;Spain;25;Centre Forward;Left Centre Forward;2245,567;67,21026171;27,6845155;25,61617346;12,76747452;16,19496255;37,09466083;64,46160678;54,18591766;51,32147556
Wissam Ben Yedder;AS Monaco;Ligue 1;France;30;Centre Forward;Left Centre Forward;2723,5168;38,47579605;33,59447186;44,90646603;37,6875313;22,70674506;42,17001582;62,60436659;54,15841848;51,29543007
Che Adams;Southampton;Premier League;England;24;Right Centre Forward;Left Centre Forward;2836,9167;40,21100364;32,45497692;33,77787978;32,82163038;35,13244478;41,22437525;60,14977523;54,07162624;56,90358439
Iván Sánchez;Birmingham City;Championship;Spain;28;Right Wing;Right Midfielder;2948,633;11,8486576;42,48317823;45,63561687;17,36066875;39,59044603;33,27167269;48,45494824;54,05809449;48,35594233
Ruben Loftus-Cheek;Fulham;Premier League;England;25;Centre Attacking Midfielder;Right Wing;2042,75;6,686687755;44,73841029;48,97443259;11,29356795;47,88111075;43,8955802;47,96330511;53,99133765;56,81909074
David Brooks;AFC Bournemouth;Championship;Wales;23;Right Wing;Right Midfielder;2412,3335;25,24617707;33,36491859;48,59358917;27,97469245;31,10772804;47,7659785;54,7792378;53,94960497;48,2588965
Ilias Chair;Queens Park Rangers;Championship;Belgium;23;Centre Attacking Midfielder;Left Wing;3692,95;24,46247443;33,04809322;52,02230551;21,43499985;30,34049558;45,68913577;53,08802159;53,91754972;48,23022249
Luis Rioja;Deportivo Alavés;La Liga;Spain;27;Left Midfielder;Left Wing;2203,7834;37,09967711;36,82470983;31,25311807;23,52904362;35,10380108;27,28388323;56,70658015;53,91016177;56,73366334
Tom Bradshaw;Millwall;Championship;Wales;28;Centre Forward;Centre Attacking Midfielder;1161,4835;38,19917304;38,111598;25,51673399;6,037514463;35,15205496;55,03565363;56,03848667;53,90737975;48,22112527
Álvaro Peña;Albacete;La Liga 2;Spain;29;Left Midfielder;Right Centre Forward;2004,3169;29,79225912;34,10777719;45,47864459;3,605016999;35,38601054;40,89079882;51,01524422;53,89279934;39,7007741
Ben Brereton;Blackburn Rovers;Championship;England;22;Left Wing;Right Wing;2616,0505;25,98589298;36,40022003;42,36655156;28,88196696;37,93127308;44,85893493;55,991915;53,88954728;48,20517381
Bassem Srarfi;Zulte-Waregem;Jupiler Pro League;Tunisia;23;Left Wing Back;Left Wing;1048,6501;0,028669224;42,60690088;39,59323208;29,35552654;57,61282167;42,50613268;45,6074726;53,8746137;39,68737743
Paulino de la Fuente;UD Logroñés;La Liga 2;Spain;23;Right Midfielder;Right Wing;2259,0166;7,259268849;50,79240877;36,06461548;20,97324366;40,44698211;52,66709089;51,85260882;53,86642119;39,68134232
Alassane Pléa;Borussia Mönchengladbach;1. Bundesliga;France;28;Centre Forward;Left Wing;1897,5667;27,621063;34,25839367;43,74873228;33,5448037;24,96125255;45,2718674;56,20006667;53,78104286;48,10811465
Smail Prevljak;AS Eupen;Jupiler Pro League;Bosnia and Herzegovina;26;Centre Forward;Right Centre Forward;2060,4333;58,74014932;31,16556062;36,12580699;23,36911404;5,796387971;41,42256289;66,21601542;53,67451556;39,53997275
Adil Aouchiche;Saint-Étienne;Ligue 1;France;18;Left Midfielder;Centre Attacking Midfielder;1831,8671;17,74225324;35,12179145;37,27019222;30,00740769;37,85890771;54,70445496;50,90546708;53,66870497;50,83160439
Jeffrey Schlupp;Crystal Palace;Premier League;Ghana;28;Left Midfielder;Right Midfielder;1519,2499;25,8889993;36,77198921;34,3066494;18,00905169;49,99242858;27,28238044;50,73750575;53,55090744;56,35559336
Lior Refaelov;Antwerp;Jupiler Pro League;Israel;35;Left Wing;Left Attacking Midfielder;2698,384;23,14094784;35,82387183;51,32856455;21,73753394;27,95557058;35,95387119;52,62846857;53,53675987;39,43849338
Lisandro Semedo;Fortuna Sittard;Eredivisie;Portugal;25;Right Wing;Right Midfielder;2417,633;41,40997458;24,93319348;33,39377551;27,38140062;42,25158116;37,58912718;55,11696694;53,43887901;39,36638827
Lourency;Gil Vicente;Primeira Liga;Brazil;25;Left Wing;Right Wing;2433,633;29,14286984;36,13621874;36,46851711;16,68031446;41,74891361;43,03927261;53,60606603;53,42875551;50,60433944
Jorge Molina;Granada;La Liga;Spain;39;Centre Forward;Centre Attacking Midfielder;1741;79,03831398;20,79157332;29,47097469;20,42363387;23,59079093;23,00807941;68,50089533;53,32219732;56,11490472
Óscar Plano;Real Valladolid;La Liga;Spain;30;Right Midfielder;Left Midfielder;2641,5166;29,38913547;29,34571635;39,62925539;9,228158188;53,72249864;33,42421924;48,39361247;53,30429267;56,09606233
Ollie Watkins;Aston Villa;Premier League;England;25;Centre Forward;Left Wing;3582,9666;35,39805934;34,96062287;39,76629965;18,92760104;32,78351683;40,33805079;56,74148513;53,27152819;56,06158185
Adri Embarba;Espanyol;La Liga 2;Spain;29;Right Midfielder;Right Wing;3095,8333;22,20677951;36,41375565;35,47998488;25,3796792;44,20505762;58,50669424;53,59273894;53,20573676;39,19464124
Leandro Trossard;Brighton & Hove Albion;Premier League;Belgium;26;Left Wing;Right Wing;2765,817;21,81099923;33,60729311;51,56252744;22,26987716;28,50366204;42,15448792;51,49354338;53,12840567;55,9109634
Rubén Sobrino;Cádiz;La Liga;Spain;28;Left Centre Forward;Right Wing;1183,5167;24,87080286;41,43117025;32,44026898;10,32019133;45,32725231;22,33473962;49,87339222;53,12373482;55,90604791
Gaëtan Laborde;Montpellier;Ligue 1;France;27;Right Wing;Right Centre Forward;3421,3506;43,00777013;26,78141513;30,38829898;22,96621531;37,87843636;32,44067357;54,57418535;53,08809889;50,28169102
Alfonso Pedraza;Villarreal;La Liga;Spain;25;Left Back;Left Midfielder;2220,2998;10,41293727;26,53017443;51,31036112;34,25055883;48,44462528;43,39556931;45,0742916;52,99647881;55,77212697
